episode,1,201,401,601,801,1001,1201,1401,1601,1801,2001,2201,2401,2601,2801,3001,3201,3401,3601,3801,4001,4201,4401,4601,4801,5001,5201,5401,5601,5801,6001,6201,6401,6601,6801,7001,7201,7401,7601,7801,8001,8201,8401,8601,8801,9001,9201,9401,9601,9801,10001,10201,10401,10601,10801,11001,11201,11401,11601,11801,12001,12201,12401,12601,12801,13001,13201,13401,13601,13801,14001,14201,14401,14601,14801
step,1000,200981,400981,600680,800440,1000101,1200101,1400009,1600009,1799330,1999330,2199188,2399188,2599188,2799188,2999188,3199188,3399188,3599188,3799188,3999188,4199188,4399188,4599188,4799188,4998959,5198959,5398959,5598355,5797280,5997280,6197041,6397041,6597041,6796931,6996931,7196931,7396931,7596931,7796931,7996931,8196931,8396931,8596931,8796931,8995257,9194491,9394359,9594359,9794359,9994359,10194359,10393693,10593242,10793242,10993242,11192346,11392346,11592346,11791466,11991466,12191461,12391048,12591048,12790236,12990236,13190236,13390082,13590082,13790082,13990082,14190082
eval_rew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_rew,0.0,0.005,0.0,0.01,0.005,0.005,0.0,0.005,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.015,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.005,0.005,0.0,0.0,0.0,0.0,0.01,0.005,0.0,0.0,0.005,0.0,0.0,0.01,0.0,0.005,0.005,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0
level,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
count_id,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
norm_ent 0,0.9798617755720856,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376,0.9968039477476376
norm_ent 1,0.9630600577963975,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122,0.9976945235833122
norm_ent 2,0.9684053634999744,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309,0.9979849715099309
norm_ent 3,0.9723974494612612,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634,0.9965664199447634
norm_ent 4,0.5445614039482313,0.617792629467757,0.6141191810333076,0.614763991093913,0.6123866305892833,0.6085892905128041,0.6102376644070757,0.6088671279998178,0.606229420002806,0.604652658588208,0.606348547413484,0.6045891352632727,0.6042221477060988,0.6043167907294232,0.604350836706432,0.604226736674917,0.6050249844372534,0.6048820706586868,0.6054515409217031,0.6055799593920784,0.6063747059507836,0.6064228822350913,0.6058895613664618,0.605040895754925,0.6042182943368495,0.6041458875541231,0.6037898373696523,0.6035322642855708,0.603632411046537,0.6042172802929974,0.6045767587277999,0.6042692468820128,0.6043430477797854,0.6044216237246579,0.604086553632444,0.6044487226537398,0.6042160787686142,0.6035879929884171,0.6042041891847469,0.6043094131587328,0.6042551068366968,0.604398531833405,0.6042156365797408,0.6045597987201736,0.6047805757997872,0.6046812134438428,0.6045963813665508,0.6044947205920728,0.6046647595614659,0.6049234215650998,0.6051631266632963,0.6050960719240578,0.605087249974798,0.6049222205782055,0.6046367819533882,0.6044945993330888,0.6044965333036741,0.6045326945790616,0.6046867174520402,0.6047081681645012,0.604948474264758,0.6052714529013825,0.6054342460821339,0.6057874266514122,0.6058512237312939,0.6059188075925199,0.6062763386610803,0.6064783053900675,0.6067024041469653,0.606752603763476,0.6066433326146187,0.6063327159051664
norm_ent 5,0.5445614039482313,0.5948057109260735,0.6056658832918989,0.5998361687763949,0.600205741525876,0.5998782890370619,0.6026118629443399,0.6001107924952005,0.6013331177664525,0.6021636301156877,0.6021106321956565,0.6017251781994267,0.6042306951425762,0.6022516194995774,0.6008526268745201,0.6002550286807763,0.6005309126685493,0.6000026376472393,0.6001092588096124,0.6000676618762003,0.6000851458731664,0.5998296371460216,0.6000002307494466,0.5997430886252377,0.6008048890058901,0.6005233686556439,0.6017633523393876,0.6023785925059102,0.6022737861668688,0.6018405413708783,0.6017158059205123,0.6017688480987128,0.6016468323476386,0.6016374094695671,0.6016344966463772,0.6018213589547627,0.6019130768134477,0.6018310927580406,0.6021443183654311,0.6024212279410697,0.602276459371103,0.6024539596122921,0.6023211952922528,0.6024386600225415,0.6022395645249239,0.6021320835625511,0.6021661354711244,0.6022121478224044,0.6023396469968575,0.6024239268328859,0.6025101578212493,0.6029190402383021,0.6032340337566462,0.6034133482814547,0.6038791519794702,0.6040934290862203,0.604164515291054,0.6040819585855884,0.6041710370388929,0.6042263722693803,0.6044222324659843,0.6043409756927622,0.6043758227321844,0.6043171309574221,0.6046281785363851,0.6043989756783646,0.6045561932966433,0.604308044879207,0.6042297253655331,0.6043840438241236,0.6042446773548998,0.60439017527952
norm_ent 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711624412886146,0.711624412886146,0.711624412886146,0.711624412886146,0.711624412886146,0.711624412886146,0.711624412886146,0.711624412886146,0.711624412886146,0.711624412886146,0.711624412886146,0.711624412886146,0.711624412886146
norm_ent 10,,0.7215527985354704,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573,0.7280605388121573
norm_ent 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.710981592573163,0.710981592573163,0.710981592573163,0.710981592573163,0.710981592573163,0.710981592573163,0.710981592573163,0.710981592573163,0.710981592573163,0.710981592573163,0.710981592573163,0.710981592573163,0.710981592573163
norm_ent 14,,0.7183374325061778,0.7222457444483474,0.7170951299576143,0.7195308882272268,0.7200759304566204,0.7230026045358339,0.7210820676264817,0.7223157330297714,0.7232009721440131,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885,0.723109623635885
norm_ent 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711377867066531,0.711377867066531,0.711377867066531,0.711377867066531,0.711377867066531,0.711377867066531,0.711377867066531,0.711377867066531,0.711377867066531,0.711377867066531,0.711377867066531,0.711377867066531,0.711377867066531
