,q_learner1_loss,q_learner2_loss,q_learner_target1_loss,q_learner_target2_loss
0,10395.18359375,144.00247192382812,3363.44287109375,6958.03271484375
1,295.9753112792969,2383.767822265625,162.60595703125,17912.169921875
2,37839.7578125,77.850830078125,2454.53564453125,3766.704833984375
3,36576.84765625,186.21728515625,3745.58837890625,10067.583984375
4,40883.8203125,580.93701171875,608.60302734375,31536.40234375
5,36889.0078125,888.659912109375,1714.143798828125,21668.447265625
6,31333.109375,64.84201049804688,4325.06640625,26624.263671875
7,33103.3046875,1628.820556640625,643.8896484375,21894.232421875
8,3884.958984375,132.961669921875,1821.95556640625,28272.373046875
9,24676.74609375,352.542724609375,4329.5361328125,1726.35693359375
10,25301.576171875,3037.141845703125,2204.10986328125,11374.0849609375
11,13335.8701171875,610.931640625,4217.6640625,33847.3125
12,37406.765625,855.100830078125,3405.35400390625,979.5059814453125
13,41187.7109375,1122.494140625,442.80615234375,1492.410888671875
14,31903.01171875,1169.378662109375,539.434814453125,29044.216796875
15,39527.3046875,1486.57861328125,3553.59716796875,25757.93359375
16,18495.39453125,758.4627075195312,822.453369140625,6600.982421875
17,17038.208984375,3905.0078125,368.062255859375,21548.21484375
18,37134.26171875,4050.99755859375,272.54095458984375,20885.009765625
19,22797.240234375,60.6746826171875,34.3204345703125,33507.32421875
20,37938.10546875,2774.557861328125,2486.308349609375,4274.70654296875
21,41044.9921875,403.2861328125,1889.150634765625,5845.06103515625
22,38903.98046875,2643.549560546875,76.9206771850586,24240.96484375
23,5778.72509765625,413.9449462890625,104.160888671875,18601.349609375
24,39576.31640625,1275.619873046875,6766.67626953125,10141.6611328125
25,36307.33984375,1296.64404296875,5132.26904296875,16460.15234375
26,22301.20703125,6.695644378662109,298.45947265625,16706.1796875
27,680.5064697265625,1605.47509765625,4808.59375,24872.244140625
28,15779.376953125,3459.87060546875,3953.255859375,3699.109375
29,3745.806884765625,521.6309814453125,457.731201171875,2049.419921875
30,42269.5234375,2703.210693359375,1038.528564453125,23827.29296875
31,13959.060546875,581.751708984375,339.70556640625,2103.1708984375
32,41758.7578125,744.352783203125,9528.744140625,2560.2705078125
33,25466.169921875,370.3937683105469,855.89111328125,20615.58203125
34,4867.8095703125,1944.803955078125,6198.4599609375,30726.884765625
35,40502.23828125,894.0208740234375,122.052490234375,21448.94140625
36,5812.0625,690.41162109375,376.932373046875,32687.5859375
37,4706.126953125,428.7294616699219,2661.306396484375,8357.650390625
38,29018.83984375,526.76123046875,1062.73193359375,18703.912109375
39,1043.4632568359375,172.025146484375,5789.54052734375,8063.7119140625
40,24639.296875,1841.832763671875,199.84130859375,33546.6953125
41,37192.90625,124.62945556640625,195.77783203125,20001.44140625
42,39493.3828125,1143.669677734375,1615.55419921875,263.97119140625
43,30056.0,716.7003784179688,64.492431640625,17481.369140625
44,31660.74609375,747.048095703125,48.762725830078125,4993.1904296875
45,2675.809814453125,3005.798583984375,1481.17529296875,4843.068359375
46,6757.9580078125,727.7349853515625,2374.134033203125,12039.5078125
47,9075.42578125,1126.1578369140625,419.62579345703125,9023.298828125
48,689.225341796875,1286.486328125,967.966796875,333.1818542480469
49,10804.55078125,468.951904296875,2903.4716796875,32940.48046875
50,1333.1973876953125,2575.3427734375,1476.6412353515625,2320.70849609375
51,2501.056884765625,283.9391784667969,2960.81103515625,4403.83935546875
52,7825.7197265625,5.540962219238281,3552.0087890625,25251.12109375
53,13303.94140625,3647.843505859375,35.6669921875,22645.484375
54,31096.552734375,265.8530578613281,879.03076171875,17666.52734375
55,2595.2158203125,128.67950439453125,715.180908203125,31900.85546875
56,13706.552734375,5946.1923828125,3066.11083984375,22219.04296875
57,143.77659606933594,12.186948776245117,1187.6812744140625,27108.19140625
58,38767.1875,872.3360595703125,3389.67041015625,11392.9619140625
59,39591.453125,3361.354736328125,464.041259765625,2884.2041015625
60,12146.416015625,3339.389892578125,1044.709228515625,5873.38623046875
61,36586.40625,683.5706787109375,2697.44091796875,8848.5390625
62,40320.80078125,269.52587890625,1284.298828125,21639.509765625
63,12056.9267578125,227.814208984375,1861.470947265625,33292.5859375
64,30193.21875,1288.939697265625,3858.24609375,33054.359375
65,28561.3046875,91.80845642089844,33.949188232421875,20675.462890625
66,10164.6298828125,1599.843017578125,5235.43603515625,17690.890625
67,12897.822265625,1766.87890625,627.72705078125,12820.462890625
68,3006.537109375,434.89447021484375,4877.1748046875,23641.201171875
69,37076.1015625,4922.30419921875,2616.60986328125,32755.19140625
70,11747.876953125,1264.590576171875,6189.0341796875,8737.7880859375
71,21824.140625,296.69586181640625,1045.024169921875,34438.51171875
72,2909.93017578125,3180.65478515625,408.9072265625,11070.8115234375
73,22208.48046875,1434.994140625,15.8248291015625,31573.9609375
74,36187.484375,1776.343994140625,512.47607421875,16547.076171875
75,29605.0234375,1045.015869140625,3692.154296875,87.42640686035156
76,13291.20703125,580.818115234375,5472.73681640625,23315.685546875
77,36598.515625,383.6634521484375,670.5731201171875,29946.64453125
78,17400.24609375,519.015625,926.2802734375,12057.599609375
79,412.31280517578125,353.482666015625,1518.48486328125,23953.041015625
80,19659.564453125,210.0517578125,883.0061645507812,27223.330078125
81,39933.859375,1425.52880859375,1247.339111328125,20294.912109375
82,2015.118896484375,3394.651123046875,162.6002197265625,2008.6654052734375
83,30731.173828125,1045.4833984375,3874.63525390625,16425.9453125
84,7740.30615234375,5.8164825439453125,617.12548828125,10150.7900390625
85,20552.751953125,214.2843017578125,339.4957275390625,7489.30810546875
86,13334.0234375,98.992431640625,5562.06591796875,19999.318359375
87,17904.04296875,2344.26953125,1910.21337890625,21200.935546875
88,41410.8203125,3801.768310546875,452.97259521484375,1777.205078125
89,1209.808837890625,2753.193359375,19.296920776367188,11705.978515625
90,7790.62109375,178.9639892578125,5990.12060546875,1378.0489501953125
91,16861.537109375,124.46958923339844,72.3720703125,18158.564453125
92,19785.6484375,212.6170654296875,1943.557861328125,10007.994140625
93,16181.173828125,83.5518798828125,2809.5283203125,14672.4296875
94,4639.7451171875,3505.664306640625,149.460693359375,10125.140625
95,8068.6669921875,115.751220703125,574.01904296875,31281.4921875
96,41103.16796875,443.1334228515625,2507.61669921875,9374.787109375
97,20161.24609375,20.861650466918945,1266.3958740234375,539.0479736328125
98,632.5631103515625,1319.99755859375,2772.853515625,8146.8330078125
99,2181.676025390625,310.832275390625,428.66650390625,34075.88671875
100,19707.05859375,220.95751953125,4366.39404296875,2985.56298828125
101,5773.1064453125,271.31182861328125,454.383544921875,1241.0635986328125
102,9206.259765625,1257.153076171875,2975.85205078125,3197.4453125
103,22302.94921875,6.383517265319824,1336.54638671875,9452.7294921875
104,12445.7109375,81.7960205078125,5240.32177734375,32463.416015625
105,11560.408203125,631.1461181640625,339.543701171875,1183.43115234375
106,26086.703125,843.1361083984375,4441.8291015625,28780.6015625
107,31543.359375,2469.9970703125,142.43505859375,18298.125
108,4823.71435546875,3463.85595703125,1330.02392578125,5497.818359375
109,34417.921875,4427.892578125,823.2198486328125,14562.666015625
110,20717.298828125,3081.458740234375,2844.8583984375,236.3082733154297
111,20892.556640625,109.79647827148438,69.706787109375,8965.9853515625
112,23977.875,49.82391357421875,437.171875,26877.328125
113,4652.16259765625,929.025146484375,1839.508544921875,32008.87109375
114,18003.3515625,887.463134765625,219.4296875,24550.56640625
115,36177.828125,396.83709716796875,4045.51708984375,16627.921875
116,4244.66162109375,243.5303955078125,4291.57763671875,1688.8138427734375
117,34148.46875,3587.27587890625,1039.351806640625,5032.765625
118,41437.75,44.16593933105469,216.1199951171875,31551.83203125
119,39182.2890625,1123.45849609375,842.806640625,32072.26953125
120,37826.171875,51.97698974609375,2293.8916015625,29094.775390625
121,14899.009765625,315.68292236328125,1057.5068359375,12182.02734375
122,20970.8046875,32.019737243652344,2156.52880859375,27905.46484375
123,38640.48828125,85.18548583984375,1814.22509765625,23600.4375
124,25856.189453125,2173.3232421875,828.45751953125,13571.0263671875
125,13610.578125,3699.631591796875,599.396484375,6740.9423828125
126,40757.0390625,1995.77490234375,3046.538330078125,21856.818359375
127,41305.61328125,697.0281372070312,3352.02197265625,21288.490234375
128,36017.08984375,720.3988037109375,2628.5205078125,31333.1015625
129,41647.65234375,317.57684326171875,3796.0419921875,29844.59765625
130,13137.884765625,1748.5517578125,1644.271484375,26859.02734375
131,12282.3466796875,152.3691864013672,553.8720703125,2168.462890625
132,33540.828125,658.34619140625,1780.6162109375,31549.6640625
133,31718.1015625,963.2513427734375,656.5136108398438,2833.382568359375
134,12426.427734375,1685.744873046875,240.630859375,20386.515625
135,12279.33984375,1081.2735595703125,3799.73876953125,29872.76953125
136,12738.794921875,1641.05908203125,2859.7607421875,8678.9912109375
137,429.6393737792969,1196.917236328125,237.173583984375,16138.9443359375
138,37409.3671875,1187.5670166015625,227.387939453125,13983.251953125
139,5832.1376953125,1938.097900390625,278.439208984375,29970.07421875
140,32368.2265625,1840.98681640625,1420.26123046875,2374.143798828125
141,24343.57421875,752.972900390625,7604.59619140625,17047.55078125
142,29185.185546875,22.1243896484375,27.985492706298828,31022.0546875
143,36508.375,620.6195068359375,541.7737426757812,16086.591796875
144,30464.740234375,1752.356689453125,21.001678466796875,21762.4765625
145,24153.861328125,1028.516357421875,1055.63720703125,14012.2919921875
146,1057.2760009765625,1068.9593505859375,593.1656494140625,21159.7421875
147,31588.796875,6.351473808288574,2404.6474609375,4253.9677734375
148,34648.66796875,3241.960693359375,1355.590087890625,15672.22265625
149,40533.8125,745.936767578125,5182.78564453125,1923.376708984375
150,41158.7265625,111.3228759765625,1569.51171875,6521.1015625
